REFERENCIA,DESCRIPCIÓN,TOTAL_SALES,RANK,CUM_SALES,CUM_SHARE
KR27501-02H00,JUEGO CABLES DE BUJIA,505,233,200966,0.39655784804331695
DBF-028N,MANGUERA BOMBA GASOLINA SUMERGIBLE,504,234,201470,0.3975523702779926
377199339,COJIN AMORTIG VIBRACION MOTOR GOL,500,235,201970,0.3985389994790598
ALHP-0866,RADIADOR DE LA CALEFACCION G V III,500,236,202470,0.3995256286801269
FIN17040-JR40C,FILTRO INTANK,500,237,202970,0.40051225788119404
FL26689547,MODULO GASOLINA SUMERGIBLE,499,238,203469,0.40149691382385905
8-98071424-0,FILTRO AIRE,499,239,203968,0.40248156976652405
EP21-0028,KIT DISTRIBUCION,497,240,204465,0.4034622791923848
FLST1,PREFILTRO,495,241,204960,0.40443904210144127
FL46443198,MODULO GASOLINA SUMERGIBLE,494,242,205454,0.4054138317520956
HP0004,JGO. PASTILLA DE FRENO,494,243,205948,0.40638862140274995
ENLA-2498,MEDIDOR ACEITE AMAROK,492,244,206440,0.4073594645366
DR55211-65D10,DISCO FRENO,492,245,206932,0.4083303076704501
ALHP-0619,VARILLA MEDIR ACEITE GOLF IV AKL AVU AGU,491,246,207423,0.409299177545898
SP-1050,JGO. PASTILLA DE FRENO,490,247,207913,0.4102660741629438
TRUD1405,JGO. PASTILLA DE FRENO,489,248,208402,0.4112309975215874
WT1J0121087C,"TOMA DE AGUA GOLF IV, BORA 2.0 JETTA 2.0",489,249,208891,0.4121959208802311
FL31110-1G000SM,MODULO GASOLINA SUMERGIBLE,489,250,209380,0.4131608442388748
FL6RF919051,MODULO GASOLINA SUMERGIBLE,486,251,209866,0.41411984782231204
DK1754077E10,POLEA TENSORA,486,252,210352,0.4150788514057493
16546-86G00,FILTRO AIRE,485,253,210837,0.41603588173078443
WT06A121121C,TOMA DE AGUA,484,254,211321,0.4169909387974174
131411811,BRIDA RULIMAN EMBRAGUE GOL,483,255,211804,0.4179440226056483
OES-CHEMP-15W40-MC,ACEITE CHEMPIOIL 15W40 TRUCK SYNTHETIC 44198,482,256,212286,0.418895133155477
FL31110-2S000,MODULO GASOLINA SUMERGIBLE,480,257,212766,0.4198422971885014
DK0K97212700,TEMPLADOR BANDA DISTRIBUCION,476,258,213242,0.42078156818791734
FG-0050,FILTRO GASOLINA,476,259,213718,0.4217208391873333
TRUD1089,JGO. PASTILLA DE FRENO,475,260,214193,0.42265813692834703
ET1601-DC-0041,CONO Y CORONA,472,261,214665,0.4235895148941544
28113-08000,FILTRO AIRE,472,262,215137,0.4245208928599618
KR95220-2S000,RELAY LUCES,470,263,215607,0.4254483243089649
WT5Q0121407M,RESERVORIO,469,264,216076,0.42637378249956587
OK551-14-302,FILTRO ACEITE  KIA PREGIO,469,265,216545,0.42729924069016684
XI-27,FILTRO GASOLINA,468,266,217013,0.4282227256223657
WT030109423B,PROPULSOR HIDRAULICO POLO,465,267,217478,0.4291402907793581
KR22441-2X001,TAPA VALVULA,464,268,217942,0.4300558826779484
8EL012430-951,ALTERNADOR,464,269,218406,0.4309714745765387
FL60VW0145,BOMBA GASOLINA SUMERGIBLE,463,270,218869,0.4318850932167269
KIT007,JGO MICROFILTRO,463,271,219332,0.4327987118569151
FL152582,MODULO GASOLINA SUMERGIBLE,462,272,219794,0.4337103572387011
TRUD5001,JGO. PASTILLA DE FRENO,462,273,220256,0.43462200262048717
TRUD1260,JGO. PASTILLA DE FRENO,461,274,220717,0.43553167474387106
XI-02,TAPA MODULO GASOLINA,460,275,221177,0.4364393736088528
TRUD774,JGO. PASTILLA DE FRENO,460,276,221637,0.4373470724738346
XI-85,FILTRO GASOLINA,460,277,222097,0.43825477133881635
PRE414,SOKQUET,459,278,222556,0.439160496945396
AVM463,JGO. DE RUEDA LIBRE,456,279,223012,0.4400603027767692
ALHP-2145,ROTULA M S IZQ POLO FOX,455,280,223467,0.4409581353497403
ALHP-0713,RELAY 30,455,281,223922,0.4418559679227114
TRUD1025,JGO. PASTILLA DE FRENO,455,282,224377,0.4427538004956825
DK1754077E00,POLEA ACCESORIOS,454,283,224831,0.44364965981025145
XI-29,TAPA MODULO GASOLINA SUMERGIBLE,453,284,225284,0.4445435458664183
DBF-033,MANGUERA BOMBA GASOLINA SUMERGIBLE,453,285,225737,0.4454374319225851
WT191598625,KIT RULIMAN RUEDA,452,286,226189,0.4463293447203498
FL30215701,BOMBA GASOLINA SUMERGIBLE,450,287,226639,0.44721731100131024
04,TRANSPORTE QUITO,450,288,227089,0.4481052772822707
FL550TU138,BOMBA GASOLINA SUMERGIBLE,450,289,227539,0.4489932435632311
FG-511A,FILTRO GASOLINA,449,290,227988,0.4498792365857894
DR43512-0K010,DISCO FRENO,449,291,228437,0.4507652296083477
TRUD120,JGO. PASTILLA DE FRENO,448,292,228885,0.45164924937250384
FLMF005KIT,JGO MICROFILTRO,448,293,229333,0.45253326913666
014941521.1,TROMPO DE RETRO GOL 95,446,294,229779,0.4534133423840119
DBF-015,MANGUERA BOMBA GASOLINA SUMERGIBLE,444,295,230223,0.4542894691145595
FL78880,SENSOR NIVEL GASOLINA,441,296,230664,0.4551596760699007
TRUD1324,JGO. PASTILLA DE FRENO,440,297,231104,0.45602790976683977
ETCK5037,KIT DISTRIBUCION,440,298,231544,0.4568961434637789
FLE4056M,MODULO GASOLINA SUMERGIBLE,440,299,231984,0.45776437716071794
FLTUD,PREFILTRO,439,300,232423,0.4586306375992549
06A198012A,JGO EMPAQUES MOTOR GOLF IV 1 8 TURBO,439,301,232862,0.45949689803779187
DK2481026000,TEMPLADOR BANDA DISTRIBUCION,439,302,233301,0.4603631584763288
1J4837462F,LEVANTAVIDRIO ELECT DER,437,303,233738,0.4612254723980615
FLE7199M,MODULO GASOLINA SUMERGIBLE,435,304,234173,0.4620838398029899
KR27501-23B70,JUEGO CABLES DE BUJIA,435,305,234608,0.4629422072079183
ALHP-1061,CILINDRO RECEPTOR EMBRAGUE 16 AKL AVU GOLF IV,435,306,235043,0.4638005746128467
MA96144874,HORQUILLA EMBRAGUE,434,307,235477,0.46465696875937296
PR75002,KIT DISTRIBUCION,434,308,235911,0.46551336290589923
KR97730-25000,ELECTRO VENTILADOR,433,309,236344,0.4663677837940234
KR59760-25000,CABLE FRENO MANO,433,310,236777,0.46722220468214753
FLMF007POR,MICRO FILTRO,430,311,237207,0.46807070579506527
WT037121132E,"TOMA DE AGUA, GOLF 1.8 1995--1998, VENTO 1.8 1992-1999",430,312,237637,0.468919206907983
DBF-16N,MANGUERA BOMBA GASOLINA SUMERGIBLE,429,313,238066,0.4697657347624986
TB07K133062A,CUERPO ACELERACION,428,314,238494,0.4706102893586121
OK011-13-Z40,FILTRO AIRE,428,315,238922,0.47145484395472553
6PU010039-991,SENSOR ABS LH,427,316,239349,0.4722974252924369
DR43512-16070,DISCO FRENO,425,317,239774,0.47313606011334397
PRC1560,BOBINA ENCENDIDO,424,318,240198,0.4739727216758489
ENLA-2493,RODAMIENTO DE AGUJAS GOL ENGRANAJE DE 1ra,424,319,240622,0.4748093832383538
FG-5719,FILTRO GASOLINA AVEO CHEV TAXI,423,320,241045,0.47564407154245664
WT357121321C,TAPA RESERVORIO,423,321,241468,0.4764787598465594
XI-80,FILTRO GASOLINA,423,322,241891,0.47731344815066223
DKR-030-IZ,JGO MOQUETA,422,323,242313,0.4781461631963629
WT8200561420,BASE TERMOSTATO,421,324,242734,0.4789769049836614
HP5266,JGO. PASTILLA DE FRENO,420,325,243154,0.4798056735125578
OES-K30A-34-700C,AMORTIGUADOR DELANT RH.. RIO 01/02,418,326,243572,0.4806304955246499
ALHP-2469,GUARDAPOLVO PALANCA CAMBIOS LARGA,418,327,243990,0.4814553175367421
WT03L121131M,TERMOSTATO,417,328,244407,0.4822781662904321
GM25186958,CARTER,417,329,244824,0.48310101504412206
TH-2825,"FILTRO ACEITE DATSUN, TOYOTA HILUX 80, NISSAN SENTRA B13",416,330,245240,0.4839218905394099
SL96808460,DEPOSITO HIDRAULICO,415,331,245655,0.4847407927762956
PROS4,SENSOR OXIGENO,414,332,246069,0.48555772175477924
FL46443197,MODULO GASOLINA SUMERGIBLE,413,333,246482,0.4863726774748607
321611939E,MANGUERA DE VACIO G V 1 8,412,334,246894,0.48718565993654
EPP513,BOMBA DE AGUA,411,335,247305,0.4879966691398172
KR96312545,FLASHER DIRECCIONAL,411,336,247716,0.4888076783430944
EP20-1677,KIT DISTRIBUCION,410,337,248126,0.48961671428796943
NS11110ED010,CARTER,409,338,248535,0.49042377697444234
KR93740756,REGULADOR ALTERNADOR,408,339,248943,0.4912288664025131
1H4839461A,LEVANTAVIDRIO ELECT POST IZQ G V,406,340,249349,0.49203000931377966
FG-0012,FILTRO GASOLINA,404,341,249753,0.4928272057082419
PRSE94580175,SENSNOR TPS,404,342,250157,0.49362440210270414
DKR-1-RED_L,ROJO LITRO,403,343,250560,0.49441962523876426
FL31110-A0000,MODULO GASOLINA SUMERGIBLE,402,344,250962,0.49521287511642226
FG-2021,FILTRO GASOLINA,401,345,251363,0.4960041517356781
FL30017001,BOMBA GASOLINA SUMERGIBLE,400,346,251763,0.4967934550965318
TRUD401,JGO. PASTILLA DE FRENO,400,347,252163,0.49758275845738553
KR373998031,JUEGO CABLES DE BUJIA,399,348,252562,0.4983700885598371
WT1J0411314R-KIT,KIT BUJE,398,349,252960,0.4991554454038865
305711025.1,KIT BASE PALANCA CAMBIOS GOL,396,350,253356,0.4999368557311317
PR73001N,KIT DISTRIBUCION,396,351,253752,0.5007182660583769
FD-7401,FILTRO GASOLINA,394,352,254146,0.5014957298688177
7865217388258,SERVICIOS LOGISTICOS,394,353,254540,0.5022731936792587
WT1K0121407F,RESERVORIO,392,354,254932,0.5030467109728953
FL70VW51BH,BOMBA GASOLINA SUMERGIBLE,392,355,255324,0.5038202282665319
TY17201-30120,TURBO,391,356,255715,0.5045917723017664
TRUD906,JGO. PASTILLA DE FRENO,391,357,256106,0.5053633163370009
KR49542-28540,GUARDAPOLVO,391,358,256497,0.5061348603722354
FL2E0919050F,MODULO GASOLINA SUMERGIBLE,390,359,256887,0.5069044311490678
HP3004,JGO. PASTILLA DE FRENO,389,360,257276,0.507672028667498
TRUD1303,JGO. PASTILLA DE FRENO,388,361,257664,0.5084376529275262
036103464G,RESPIRADERO ACEITE POLO 1 6,387,362,258051,0.5092013039291521
FL16146752368,BOMBA GASOLINA SUMERGIBLE,386,363,258437,0.509962981672376
FL31110-1M000,MODULO GASOLINA SUMERGIBLE,385,364,258822,0.5107226861571976
FL012VT200,BOMBA GASOLINA SUMERGIBLE,385,365,259207,0.5114823906420194
FLADMAX,SENSOR NIVEL GASOLINA,384,366,259591,0.5122401218684389
PR96394004,SENSOR OXIGENO,382,367,259973,0.5129939065780542
TRU58101-4AA00,JGO. PASTILLA DE FRENO,382,368,260355,0.5137476912876695
ETBK5004,KIT DISTRIBUCION,382,369,260737,0.5145014759972848
5X0121293A,DEFLECTOR SUPERIOR,382,370,261119,0.5152552607069001
1784527,ANTENA TECHO,382,371,261501,0.5160090454165154
FL23537761,MODULO GASOLINA SUMERGIBLE,382,372,261883,0.5167628301261307
WT3254223711,DEPOSITO ACEITE HIDRAULICO,381,373,262264,0.5175146415773438
FLAC8,PREFILTRO,381,374,262645,0.518266453028557
DK1194503G00,POLEA ACCESORIOS,381,375,263026,0.5190182644797702
GM9052786,CARTER,380,376,263406,0.5197681026725812
SP-1079R,JGO. PASTILLA DE FRENO,380,377,263786,0.5205179408653922
TRUD602,JGO. PASTILLA DE FRENO,380,378,264166,0.5212677790582032
FI-A106,FILTRO GASOLINA,380,379,264546,0.5220176172510143
WT6QE121253A,RADIADOR DE AGUA,379,380,264925,0.5227654821854232
EP20-1002,JUEGO DE CORREAS DENTADAS,378,381,265303,0.5235113738614299
TRUD1492,JGO. PASTILLA DE FRENO,378,382,265681,0.5242572655374367
TRUD1572,JGO. PASTILLA DE FRENO,377,383,266058,0.5250011839550413
FL31110-1F980,MODULO GASOLINA SUMERGIBLE,377,384,266435,0.5257451023726459
DR9064210012,DISCO FRENO,376,385,266811,0.5264870475318484
ME017246,FILTRO AIRE,376,386,267187,0.5272289926910508
698286,MASCARILLA REJILLA VENTILACION URANIO,375,387,267562,0.5279689645918513
HP5224,JGO. PASTILLA DE FRENO,375,388,267937,0.5287089364926516
WT6RG955453B,RESERVORIO PLUMAS,374,389,268311,0.5294469351350498
XI-81,FILTRO GASOLINA,374,390,268685,0.530184933777448
EPAP8266,BOMBA AGUA AUXILIAR AMAROK,373,391,269058,0.5309209591614441
TRUD1345,JGO. PASTILLA DE FRENO,373,392,269431,0.5316569845454402
020301227D,ANILLO HERMETICO ARBOL CC GV,370,393,269801,0.5323870901542299
FLSA1,PREFILTRO,370,394,270171,0.5331171957630195
FL162S8M20,BANDA DISTRIBUCION,369,395,270540,0.5338453281134071
5DA358057-891,BOBINA ENCENDIDO,369,396,270909,0.5345734604637946
SL8-97234350-0,DEPOSITO HIDRAULICO,368,397,271277,0.5352996195557801
13780-77E00,FILTRO AIRE,368,398,271645,0.5360257786477655
DKR4835,BOMBA GASOLINA SUMERGIBLE,368,399,272013,0.5367519377397509
DK94580139,TEMPLADOR BANDA DISTRIBUCION,368,400,272381,0.5374780968317363
ETCK2090,KIT DISTRIBUCION,366,401,272747,0.5382003094069174
DR96320531,DISCO FRENO,365,402,273112,0.5389205487236964
FLAC55,TAPA MODULO GASOLINA,364,403,273476,0.5396388147820733
A12-1109111,FILTRO AIRE,363,404,273839,0.5403551075820481
FL68065575AA,MODULO GASOLINA SUMERGIBLE,363,405,274202,0.5410714003820228
FL08453509,BOMBA GASOLINA SUMERGIBLE,362,406,274564,0.5417857199235955
KR27501-24C10,JUEGO CABLES DE BUJIA,362,407,274926,0.542500039465168
HP8451,JGO. PASTILLA DE FRENO,362,408,275288,0.5432143590067406
XI-83,FILTRO GASOLINA,361,409,275649,0.5439267052899112
8DD355134-251,DISCO FRENO DEL.,361,410,276010,0.5446390515730816
WTXS4G9K478BB,BASE TERMOSTATO,360,411,276370,0.54534942459785
FL13503672,MODULO GASOLINA SUMERGIBLE,358,412,276728,0.546055851105814
FL31110-0U000,MODULO GASOLINA SUMERGIBLE,358,413,277086,0.546762277613778
FLMI2,PREFILTRO,357,414,277443,0.54746673086334
KR377998031,JUEGO CABLES DE BUJIA,356,415,277799,0.5481692108544998
FL30919051,MODULO GASOLINA SUMERGIBLE,355,416,278154,0.5488697175872574
OES-9EN0138,ENI I-BASE PLUS 20W50 4EC 1QT,355,417,278509,0.5495702243200151
KR93235772,JUEGO CABLES DE BUJIA,354,418,278863,0.5502687577943707
FL31110-2B000,MODULO GASOLINA SUMERGIBLE,354,419,279217,0.5509672912687262
HP5014,JGO. PASTILLA DE FRENO,353,420,279570,0.5516638514846797
FL31110-1M200,MODULO GASOLINA SUMERGIBLE,353,421,279923,0.552360411700633
8EA011612-641,MOTOR ARRANQUE,353,422,280276,0.5530569719165864
TRUD1146,JGO. PASTILLA DE FRENO,353,423,280629,0.5537535321325399
EPPK06570TH,BOMBA AGUA,353,424,280982,0.5544500923484932
KR25330-3Z000,TAPA RADIADOR,352,425,281334,0.5551446793060445
FS-1407,FILTRO GASOLINA,352,426,281686,0.5558392662635957
FLMR990884,MODULO GASOLINA SUMERGIBLE,350,427,282036,0.5565299067043428
085141165H,RULIMAN EMBRAGUE POLO 1 4,350,428,282386,0.5572205471450897
MA96873725,SELECTOR MARCHAS,349,429,282735,0.5579092143274346
FL15100-76A30,MODULO GASOLINA SUMERGIBLE,348,430,283083,0.5585959082513773
SL96317980,TERMOSTATO METÁLICO,348,431,283431,0.5592826021753201
TRUD1495,JGO. PASTILLA DE FRENO,347,432,283778,0.5599673228408607
FLC05,CONECTOR,347,433,284125,0.5606520435064013
FL1525H8,MODULO GASOLINA SUMERGIBLE,346,434,284471,0.5613347909135397
SP-1181,JGO. PASTILLA DE FRENO,346,435,284817,0.5620175383206781
FLPFS1137,MODULO GASOLINA SUMERGIBLE,344,436,285161,0.5626963392110124
GM95983139,RULIMAN RUEDA,344,437,285505,0.5633751401013466
DK2441026000,TEMPLADOR BANDA DISTRIBUCION,343,438,285848,0.5640519677332786
TRUD1193,JGO. PASTILLA DE FRENO,343,439,286191,0.5647287953652107
WT1C0945511A,INTERRUPTOR LUZ DE FRENO,342,440,286533,0.5654036497387406
DR43206-EM10A,DISCO FRENO,342,441,286875,0.5660785041122706
DK030145299H,POLEA TENSORA,341,442,287216,0.5667513852273983
FL40B13COM,MODULO GASOLINA SUMERGIBLE,341,443,287557,0.5674242663425261
1H0819373,MANGUERA ENTRADA AGUA A A G V 2 0,341,444,287898,0.5680971474576538
OP3010,BOMBA DE ACEITE,340,445,288238,0.5687680553143796
MO5151-OEM-2622,TAPA BANDA DIST. SUP,340,446,288578,0.5694389631711052
USNS-2487,"CHAQUETA DE BIELA AMAROK TSI 2010---2015, TIGUAN (5N_) TFSI 2007---2018, GOLF VI (5K1) 2009---2012, JETTA CLASICO VI 201...",339,447,288917,0.5701078977694287
SL42GR,SILICON,339,448,289256,0.5707768323677522
PR96536522,ELECTRO VENTILADOR,338,449,289594,0.5714437937076736
TRUD867,JGO. PASTILLA DE FRENO,337,450,289931,0.5721087817891929
FL17040-8U002,MODULO GASOLINA SUMERGIBLE,336,451,290267,0.5727717966123099
FL06B109119A,BANDA DE DISTRIBUCION 150S8M23,336,452,290603,0.5734348114354271
FL6R0919051A,MODULO GASOLINA SUMERGIBLE,336,453,290939,0.5740978262585442
TRUD1162,JGO. PASTILLA DE FRENO,335,454,291274,0.5747588678232592
7865217471462,MODULOS DE GALPON 1,334,455,291608,0.575417936129572
TB04E133062K,CUERPO ACELERACION,334,456,291942,0.5760770044358849
XI-50X,FILTRO GASOLINA,333,457,292275,0.5767340994837956
FL70VW1007,BOMBA GASOLINA SUMERGIBLE,333,458,292608,0.5773911945317063
FG-0019,FILTRO GASOLINA,333,459,292941,0.5780482895796171
FLMF003POR,MICRO FILTRO,333,460,293274,0.5787053846275277
EP21-0601,JUEGO DE CADENA DE DISTRIBUCIÓN,333,461,293607,0.5793624796754384
TH-1029,FILTRO ACEITE CHEVROLET DMAX 3.0-2.5CC DIESEL 12-->  3/4 X 16,332,462,293939,0.5800176014649471
PR76532-1,KIT DISTRIBUCION,331,463,294270,0.5806707499960535
ALHP-2448,JUNTA INYECTOR,330,464,294600,0.5813219252687578
CR1921-Z.E-2634,ELEVA VENTANA MANUAL DELA RH,330,465,294930,0.5819731005414621
KRGNP-2313,SELENOIDE ENCENDIDO,330,466,295260,0.5826242758141664
PRZ-IX121,REGULADOR VOLTAJE,329,467,295589,0.5832734778284686
FL5183202AA,MODULO GASOLINA SUMERGIBLE,329,468,295918,0.5839226798427708
FLMF005POR,MICRO FILTRO,328,469,296246,0.5845699085986709
FL31110-4H500,MODULO GASOLINA SUMERGIBLE,328,470,296574,0.5852171373545708
WT93307137,PROTECTOR DISTRIBUCION INF.,328,471,296902,0.5858643661104709
ED0461-TRW-1560,BOMBA DIRECCION HIDRAULICA,327,472,297229,0.5865096216079688
1J0927183,TROMPO PEDAL EMBRAGUE GOLF 01,327,473,297556,0.5871548771054668
WT93388682,PROTECTOR DISTRIBUCION POST.,326,474,297882,0.5877981593445625
FL60160001,MODULO GASOLINA SUMERGIBLE,325,475,298207,0.5884394683252562
FIN17040-JX30A,FILTRO INTANK,325,476,298532,0.5890807773059498
ALHP-1279,CAUCHO B E AMAROK,325,477,298857,0.5897220862866434
WT6N0947563,INTERRUPTOR PUERTA,325,478,299182,0.590363395267337
TRUD1434,JGO. PASTILLA DE FRENO,324,479,299506,0.5910027309896285
TRUD1156V,JGO. PASTILLA DE FRENO,324,480,299830,0.5916420667119201
13780-62B00,FILTRO AIRE,324,481,300154,0.5922814024342116
307411309.6,BARRA ESTABILIZADORA GOL,324,482,300478,0.592920738156503
FL5PK,PREFILTRO,322,483,300800,0.5935561273619903
XI-155,PORTA FILTRO COMBUSTIBLE,321,484,301121,0.5941895433090754
XI-75,BASE FILTRO COMBUSTIBLE-CH.,320,485,301441,0.5948209859977583
SL90566947,VALVULA CALEFACCION,320,486,301761,0.5954524286864413
CR2741-OEM-2626,GUARDABARROS RH DELA,320,487,302081,0.5960838713751243
DR43512-52120,DISCO FRENO,318,488,302399,0.596711367547003
FG-0578,FILTRO GASOLINA,317,489,302716,0.5973368904604796
FL60MAZ165,BOMBA GASOLINA SUMERGIBLE,316,490,303032,0.597960440115554
HP9189,JGO. PASTILLA DE FRENO,316,491,303348,0.5985839897706284
WT036133062P,CUERPO ACELERACION,315,492,303663,0.5992055661673007
XI-40,FILTRO GASOLINA,315,493,303978,0.5998271425639731
OES-12586,MOBIL DELVAC MX 15W40 CANECA,314,494,304292,0.6004467457022432
XI-51,FILTRO GASOLINA,313,495,304605,0.6010643755821112
FL7702012450,MODULO GASOLINA SUMERGIBLE,313,496,304918,0.6016820054619793
DR96456494,KIT REPARACION FRENOS,313,497,305231,0.6022996353418473
TRUD296S,JGO. PASTILLA DE FRENO,313,498,305544,0.6029172652217153
FLAC6,PREFILTRO,313,499,305857,0.6035348951015833
FLAC42,SENSOR NIVEL GASOLINA,312,500,306169,0.6041505517230492
FLBL63,BOBINA ENCENDIDO,311,501,306480,0.604764235086113
TRUD828,JGO. PASTILLA DE FRENO,311,502,306791,0.6053779184491768
ETCK5036,KIT  DISTRIBUCION,311,503,307102,0.6059916018122405
FLVW1,PREFILTRO,311,504,307413,0.6066052851753043
EP20-1440,JUEGO DE CORREAS DENTADAS,310,505,307723,0.6072169952799659
7C3Z9601A,FILTRO AIRE,310,506,308033,0.6078287053846275
1H0959565,CONMUTADOR ESPEJO ELECTRICO G V,309,507,308342,0.608438442230887
5DA358168-431,BOBINA ENCENDIDO,309,508,308651,0.6090481790771465
TH-8,FILTRO ACEITE FORD STOUT 3/4 X 16,309,509,308960,0.609657915923406
KR0K95H-18-14XA,JUEGO CABLES DE BUJIA,308,510,309268,0.6102656795112633
1J0253115J,JUNTA TUBO ESCAPE GOLF IV APK,306,511,309574,0.6108694965823165
PROS3,SENSOR OXIGENO,306,512,309880,0.6114733136533695
FG-3081,FILTRO GASOLINA,305,513,310185,0.6120751574660205
DK1281071C00,TEMPLADOR BANDA DISTRIBUCION,305,514,310490,0.6126770012786714
PROS1,SENSOR OXIGENO,305,515,310795,0.6132788450913224
WT2GB121253A,RADIADOR,304,516,311099,0.6138787156455712
FL30028100,BOMBA GASOLINA SUMERGIBLE,304,517,311403,0.61447858619982
T11-1109111LA1BQ,FILTRO AIRE,303,518,311706,0.6150764834956667
HP5232,JGO. PASTILLA DE FRENO,303,519,312009,0.6156743807915134
EP20-1749,JUEGO DE CORREAS DENTADAS,302,520,312311,0.616270304828958
TRUD1238,JGO. PASTILLA DE FRENO,302,521,312613,0.6168662288664025
WT1H0711574,KIT REPARACION SELECTOR MARCHAS,302,522,312915,0.6174621529038471
CR5971-AUT-1618,PANEL PLUMAS,302,523,313217,0.6180580769412917
FL1525Q7,MODULO GASOLINA SUMERGIBLE,301,524,313518,0.618652027720334
FL4012V106,BOMBA GASOLINA CUADRADA UNIVERSAL =40106,301,525,313819,0.6192459784993765
EP34-3000,RECEPTOR RULIMAN DE CAJA COJINETE,300,526,314119,0.6198379560200167
EP21-0620,JUEGO DE CADENA DE DISTRIBUCIÓN,300,527,314419,0.620429933540657
1H1721335A,CABLE EMBRAGUE G V AUTOMATICO,300,528,314719,0.6210219110612973
DR96312560,DISCO FRENO,300,529,315019,0.6216138885819376
FL23217-21010,PREFILTRO,300,530,315319,0.6222058661025779
SL96314169,RESERVORIO,300,531,315619,0.6227978436232181
TRUD1441,JGO. PASTILLA DE FRENO,300,532,315919,0.6233898211438584
ALHP-1005,JGO SOPORTE RULIMAN AMORT GOLF IV GOL V,300,533,316219,0.6239817986644988
ALHP-0692,RULIMAN EMBRAGUE G A S,300,534,316519,0.624573776185139
1J4837462H,LEVANTAVIDRIO ELECT DEL DER CON BASE,300,535,316819,0.6251657537057793
FLSZ5,PREFILTRO,300,536,317119,0.6257577312264195
DKR1494,BOMBA GASOLINA SUMERGIBLE,299,537,317418,0.6263477354886577
HP5162,JGO. PASTILLA DE FRENO,298,538,317716,0.6269357664924937
XI-30,FILTRO GASOLINA,298,539,318014,0.6275237974963297
FL1J0919051J,MODULO GASOLINA SUMERGIBLE,298,540,318312,0.6281118285001658
03L115264A,BANDA BOMBA DE ACEITE AMAROK,297,541,318609,0.6286978862455996
HP2003,JGO. PASTILLA DE FRENO,297,542,318906,0.6292839439910335
XI-01,FILTRO GASOLINA,297,543,319203,0.6298700017364673
PR76183,KIT DISTRIBUCION,296,544,319499,0.6304540862234992
FG-9580,FILTRO GASOLINA,296,545,319795,0.6310381707105309
5X0412319,PLATO SUPERIOR AMORTIG DEL GOL,295,546,320090,0.6316202819391605
VW1H0199609G,BASE MOTOR,295,547,320385,0.6322023931677901
FLLF1T-13-35ZC,MODULO GASOLINA SUMERGIBLE,295,548,320680,0.6327845043964198
1H0959481B,TERMOSWICHT G V PC ALEMAN,294,549,320974,0.6333646423666472
TRUD349,JGO. PASTILLA DE FRENO,294,550,321268,0.6339447803368746
TRUD1216,JGO. PASTILLA DE FRENO,293,551,321561,0.6345229450487
PRE240,SOKQUET,292,552,321853,0.6350991365021232
HP0041,JGO. PASTILLA DE FRENO,291,553,322144,0.6356733546971443
TRUD1399,JGO. PASTILLA DE FRENO,290,554,322434,0.6362455996337633
SL217114U00A,RESERVORIO,290,555,322724,0.6368178445703822
FLPFS488,MODULO GASOLINA SUMERGIBLE,290,556,323014,0.6373900895070012
FL01063B01,BOMBA GASOLINA SUMERGIBLE,289,557,323303,0.6379603611852179
FL172025090R,BOMBA GASOLINA SUMERGIBLE,289,558,323592,0.6385306328634347
SL90322216,TUBO CALECFACCION,288,559,323880,0.6390989312832493
DR8-98006259-C,DISCO FRENO DEL VENT D-MAX 3.0 3.5 4WD 02 279,288,560,324168,0.6396672297030641
EP20-1178,KIT DISTRIBUCION,288,561,324456,0.6402355281228788
FL17040-4BA1A,MODULO GASOLINA SUMERGIBLE,288,562,324744,0.6408038265426934
HP3009,JGO. PASTILLA DE FRENO,287,563,325031,0.6413701517041059
ALHP-1421,CILINDRO PRINCIPAL DE FRENOS G V,286,564,325317,0.6419345036071163
TRUD1095,JGO. PASTILLA DE FRENO,285,565,325602,0.6424968822517246
TB03F133062B,CUERPO ACELERACION,285,566,325887,0.6430592608963329
FL30307403,MODULO GASOLINA SUMERGIBLE,284,567,326171,0.6436196662825391
PR496,AUTOMATICO ARRANQUE,284,568,326455,0.6441800716687451
ETBK0033,KIT DISTRIBUCION,284,569,326739,0.6447404770549513
1J0721174C,CAUCHO PEDAL EMBRAGUE,283,570,327022,0.6452989091827553
1109101-K08-A1,FILTRO AIRE,282,571,327304,0.6458553680521572
TRUD320,JGO. PASTILLA DE FRENO,281,572,327585,0.646409853663157
FI-2F000,TAPA MODULO GASOLINA,281,573,327866,0.6469643392741566
FL31112-C9100,FILTRO GASOLINA,281,574,328147,0.6475188248851563
FL2034702394,MODULO GASOLINA SUMERGIBLE,281,575,328428,0.6480733104961561
DR18060665,DISCO FRENO,280,576,328708,0.6486258228487537
WT056105313C,RULIMAN CIGUENAL MOTRIZ,280,577,328988,0.6491783352013513
TH-2849A,FILTRO ACEITE MAZDA PICK UP BT-50,280,578,329268,0.6497308475539488
KR0K2A2-67-740,RELAY LUCES,280,579,329548,0.6502833599065465
8-97062294-0,FILTRO AIRE,280,580,329828,0.6508358722591441
EP20-2050,KIT BANDA ALTERNADOR,280,581,330108,0.6513883846117416
KRNP1147A,JUEGO CABLES DE BUJIA,279,582,330387,0.6519389237059371
